,name,price_now,price_before,sale,available,stats,image,link,site,category
45,SteelSeries Stratus Duo,749,,,0,"['Wifi', 'og', 'Bluetooth', 'tilkobling.', 'Opptil', '20t', 'batteritid', 'for', 'Windows', 'Android', 'og', 'VR']",komplett.no/img/p/800/1121600.jpg,komplett.no/product/1121600/gaming/gaming-utstyr/spillkontrollere/gamepad/steelseries-stratus-duo?productList=notSet&position=46,komplett,spillkontrollere
46,Next Level Racing F-GT Formula,5249,,,0,"['For', 'PC']",komplett.no/img/p/800/967479.jpg,komplett.no/product/967479/gaming/gaming-utstyr/spillkontrollere/simulator/next-level-racing-f-gt-formula?productList=notSet&position=47,komplett,spillkontrollere
47,Next Level Racing Wheel Stand Lite,1490,,,0,['Universal'],komplett.no/img/p/800/967480.jpg,komplett.no/product/967480/gaming/gaming-utstyr/spillkontrollere/simulator/next-level-racing-wheel-stand-lite?productList=notSet&position=48,komplett,spillkontrollere
48,Playseat Gear Shiftholder Pro,499,,,0,"['Kompatibel', 'med', 'alle', 'girspaker']",komplett.no/img/p/800/806154.jpg,komplett.no/product/806154/gaming/gaming-utstyr/spillkontrollere/simulator/playseat-gear-shiftholder-pro?productList=notSet&position=49,komplett,spillkontrollere
49,Svive Racing D1 Simulator Cockpit,4999,,,0,"['Justerbart', 'sete', 'mulighet', 'for', 'skjermfeste']",komplett.no/img/p/800/1146998.jpg,komplett.no/product/1146998/gaming/gaming-utstyr/spillkontrollere/simulator/svive-racing-d1-simulator-cockpit?productList=notSet&position=50,komplett,spillkontrollere
50,Thrustmaster T300 RS GT Edition,5490,,,0,"['Racing', 'ratt', 'og', 'pedal', 'lisensiert', 'av', 'Gran', 'Turismo']",komplett.no/img/p/800/955186.jpg,komplett.no/product/955186/gaming/gaming-utstyr/spillkontrollere/ratt-og-pedaler/thrustmaster-t300-rs-gt-edition?productList=notSet&position=51,komplett,spillkontrollere
51,Thrustmaster TWCS Throttle,1399,,,0,"['Thrustmaster', 'Weapon', 'Control', 'System', 'throttle.', 'S.M.A.R.T.', 'USB', 'PC']",komplett.no/img/p/800/1137408.jpg,komplett.no/product/1137408/gaming/gaming-utstyr/spillkontrollere/joystick/thrustmaster-twcs-throttle?productList=notSet&position=52,komplett,spillkontrollere
52,Thrustmaster T-LCM Pro Pedals,2995,,,0,"['Pedalsettet', 'er', 'allsidig', 'og', 'stabilt', 'pedalene', 'kan', 'justeres']",komplett.no/img/p/800/1163701.jpg,komplett.no/product/1163701/gaming/gaming-utstyr/spillkontrollere/ratt-og-pedaler/thrustmaster-t-lcm-pro-pedals?productList=notSet&position=53,komplett,spillkontrollere
53,Next Level Racing GTtrack Cockpit,8919,,,0,"['Rattvinkel', 'og', 'avstand', 'justerbarhet']",komplett.no/img/p/800/1146621.jpg,komplett.no/product/1146621/gaming/gaming-utstyr/spillkontrollere/simulator/next-level-racing-gttrack-cockpit?productList=notSet&position=54,komplett,spillkontrollere
54,Next Level Racing® F-GT Lite,3249,,,0,"['Portable', 'Racing', 'Cockpit']",komplett.no/img/p/800/1159878.jpg,komplett.no/product/1159878/gaming/gaming-utstyr/spillkontrollere/simulator/next-level-racing-f-gt-lite?productList=notSet&position=55,komplett,spillkontrollere
55,"Thrustmaster TS-XW Racer ""Sparco"" P310",7869,,,0,"['Realistisk', 'motstand', 'ratt', 'med', 'pedaler', 'pc', 'xbox', 'one', 'Xbox', 'Series', 'X', '|', 'S']",komplett.no/img/p/800/955187.jpg,komplett.no/product/955187/gaming/gaming-utstyr/spillkontrollere/ratt-og-pedaler/thrustmaster-ts-xw-racer-sparco-p310?productList=notSet&position=56,komplett,spillkontrollere
56,"Playseat Evolution Black, Silver frame",3249,,,0,"['Autentisk', 'Racing', 'Sete', 'med', 'stabil', 'og', 'justerbar', 'ramme', 'i', 'stål']",komplett.no/img/p/800/833605.jpg,komplett.no/product/833605/gaming/gaming-utstyr/spillkontrollere/simulator/playseat-evolution-black-silver-frame?productList=notSet&position=57,komplett,spillkontrollere
57,Logitech G Farm Sim Vehicle Side Panel,1599,,,0,"['realistisk', 'frontlaster', 'kontroll', 'tilpasset', 'jordbruk', 'handlinger', 'cruise', 'control']",komplett.no/img/p/800/904039.jpg,komplett.no/product/904039/gaming/gaming-utstyr/spillkontrollere/simulator/logitech-g-farm-sim-vehicle-side-panel?productList=notSet&position=58,komplett,spillkontrollere
58,Thrustmaster Hotas Warthog Dual Throttle,3495,,,0,"['H.E.A.R.T', 'usb', 'pc']",komplett.no/img/p/800/851788.jpg,komplett.no/product/851788/gaming/gaming-utstyr/spillkontrollere/joystick/thrustmaster-hotas-warthog-dual-throttle?productList=notSet&position=59,komplett,spillkontrollere
59,Thrustmaster TFRP T.Flight Rudder Pedals,1499,,,0,"['Kompatibel', 'på', 'PC', 'med', 'alle', 'joysticks', 'på', 'markedet']",komplett.no/img/p/800/1146623.jpg,komplett.no/product/1146623/gaming/gaming-utstyr/spillkontrollere/simulator/thrustmaster-tfrp-tflight-rudder-pedals?productList=notSet&position=60,komplett,spillkontrollere
60,Playseat Evolution med Alcantara,3679,,,0,"['Sort', 'Alcantara', 'skinn']",komplett.no/img/p/800/767785.jpg,komplett.no/product/767785/gaming/gaming-utstyr/spillkontrollere/simulator/playseat-evolution-med-alcantara?productList=notSet&position=61,komplett,spillkontrollere
61,Thrustmaster TX Servo Base,3749,,,0,"['realistisk', 'motstand', 'H.E.A.R.T', 'xbox', 'one', 'pc']",komplett.no/img/p/800/852523.jpg,komplett.no/product/852523/gaming/gaming-utstyr/spillkontrollere/ratt-og-pedaler/thrustmaster-tx-servo-base?productList=notSet&position=62,komplett,spillkontrollere
62,Logitech G Pro Flight Rudder Pedals,1599,,,0,"['selvsentrert', 'pedaler', 'med', 'justerbar', 'demping', 'og', 'motstand']",komplett.no/img/p/800/904037.jpg,komplett.no/product/904037/gaming/gaming-utstyr/spillkontrollere/ratt-og-pedaler/logitech-g-pro-flight-rudder-pedals?productList=notSet&position=63,komplett,spillkontrollere
63,Playseat Challenge,2649,,,0,['Sammenleggbar'],komplett.no/img/p/800/771684.jpg,komplett.no/product/771684/gaming/gaming-utstyr/spillkontrollere/simulator/playseat-challenge?productList=notSet&position=64,komplett,spillkontrollere
64,Logitech G Extreme 3D Pro Joystick,649,,,0,"['usb', '12', 'programmerbare', 'knapper', '8-veis', 'hattsvitsj', 'håndtaksrotasjon', 'pc', 'mac']",komplett.no/img/p/800/775770.jpg,komplett.no/product/775770/gaming/gaming-utstyr/spillkontrollere/joystick/logitech-g-extreme-3d-pro-joystick?productList=notSet&position=65,komplett,spillkontrollere
65,VRinsight Yoke Handle,3149,,,0,"['Spesielt', 'laget', 'for', 'cockpitbyggere']",komplett.no/img/p/800/1149721.jpg,komplett.no/product/1149721/gaming/gaming-utstyr/spillkontrollere/simulator/vrinsight-yoke-handle?productList=notSet&position=66,komplett,spillkontrollere
66,Thrustmaster T16000M Flight Pack,2995,,,0,"['Kontrollspak', 'gasspjeld', 'og', 'pedaler']",komplett.no/img/p/800/1163662.jpg,komplett.no/product/1163662/gaming/gaming-utstyr/spillkontrollere/joystick/thrustmaster-t16000m-flight-pack?productList=notSet&position=67,komplett,spillkontrollere
67,Thrustmaster T-FLIGHT HOTAS One,2619,,,0,"['T.Flight', 'Hotas', 'One', 'an', 'officially-licensed', 'joystick', 'for', 'Xbox', 'One', 'and', 'Windows', 'pr']",komplett.no/img/p/800/1163667.jpg,komplett.no/product/1163667/gaming/gaming-utstyr/spillkontrollere/joystick/thrustmaster-t-flight-hotas-one?productList=notSet&position=68,komplett,spillkontrollere
68,Thrustmaster USB Joystick,299,,,0,"['Den', 'eneste', 'styrespaken', 'på', 'inngangsnivå', 'med', 'et', 'synspunkt-knapp']",komplett.no/img/p/800/1163668.jpg,komplett.no/product/1163668/gaming/gaming-utstyr/spillkontrollere/joystick/thrustmaster-usb-joystick?productList=notSet&position=69,komplett,spillkontrollere
69,Thrustmaster T80 Ferrari 488 GTB Edition,1549,,,0,"['8:10', 'skala', 'replika', 'av', 'Ferrari', '488GTB', 'offisielt', 'lisensiert', 'av', 'Ferrari', 'og', 'PS']",komplett.no/img/p/800/1163698.jpg,komplett.no/product/1163698/gaming/gaming-utstyr/spillkontrollere/ratt-og-pedaler/thrustmaster-t80-ferrari-488-gtb-edition?productList=notSet&position=70,komplett,spillkontrollere
70,Playseat F1 Red,13990,,,0,"['Opplev', 'spenningen', 'ved', 'Formel', '1-racing', 'med', 'Playseat®', 'F1', 'Red!']",komplett.no/img/p/800/1171265.jpg,komplett.no/product/1171265/gaming/gaming-utstyr/spillkontrollere/simulator/playseat-f1-red?productList=notSet&position=71,komplett,spillkontrollere
71,Playseat F1 Pro Red Bull Racing,15990,,,0,"['Racingsimulatoren', 'Formel', '1-driver', 'Max', 'Verstappen', 'bruker', 'hjemme!']",komplett.no/img/p/800/1171267.jpg,komplett.no/product/1171267/gaming/gaming-utstyr/spillkontrollere/simulator/playseat-f1-pro-red-bull-racing?productList=notSet&position=72,komplett,spillkontrollere
72,Playseat F1 Pro Mercedes AMG,15990,,,0,"['Offisielle', 'racingsimuleringssetet', 'til', 'Mercedes', 'AMG', 'Petronas', 'Motorsport', 'Formula']",komplett.no/img/p/800/1171268.jpg,komplett.no/product/1171268/gaming/gaming-utstyr/spillkontrollere/simulator/playseat-f1-pro-mercedes-amg?productList=notSet&position=73,komplett,spillkontrollere
73,Playseat Sensation Pro sort,22990,,,0,"['Kompatibel', 'med', 'alle', 'ratt', 'og', 'pedalsett']",komplett.no/img/p/800/1171279.jpg,komplett.no/product/1171279/gaming/gaming-utstyr/spillkontrollere/simulator/playseat-sensation-pro-sort?productList=notSet&position=74,komplett,spillkontrollere
74,Next Level Racing GT Lite Simulator Cockpit,2249,,,0,"['En', 'perfekt', 'cockpit', 'for', 'brukere', 'med', 'begrenset', 'plass', 'til', 'å', 'race', 'i', 'GT-posisjon!']",komplett.no/img/p/800/1178340.jpg,komplett.no/product/1178340/gaming/gaming-utstyr/spillkontrollere/ratt-og-pedaler/next-level-racing-gt-lite-simulator-cockpit?productList=notSet&position=75,komplett,spillkontrollere
75,Next Level Racing Flight Pack,949,,,0,"['Extra', 'Flight', 'Stand', 'Parts', 'Side', 'Joystick', 'Mount']",komplett.no/img/p/800/903475.jpg,komplett.no/product/903475/gaming/gaming-utstyr/spillkontrollere/simulator/next-level-racing-flight-pack?productList=notSet&position=76,komplett,spillkontrollere
76,Thrustmaster T-GT II,20999,,,0,"['Realistisk', 'motstand', 'H.E.A.R.T', 'børsteløs', 'motor', 'd', 'pad', 'ratt', 'og', 'pedaler', 'PS5', 'PS']",komplett.no/img/p/800/1190966.jpg,komplett.no/product/1190966/gaming/gaming-utstyr/spillkontrollere/ratt-og-pedaler/thrustmaster-t-gt-ii?productList=notSet&position=77,komplett,spillkontrollere
77,Thrustmaster TS-XW servo base,3549,,,0,"['Xbox', 'X', '|', 'S', 'One', 'og', 'PC', 'kompatibel', 'med', 'alle', 'avtakbare', 'Thrustmaster', 'tilleggsratt']",komplett.no/img/p/800/1182109.jpg,komplett.no/product/1182109/gaming/gaming-utstyr/spillkontrollere/ratt-og-pedaler/thrustmaster-ts-xw-servo-base?productList=notSet&position=78,komplett,spillkontrollere
78,THRUSTMASTER TCA QUADRANT Add-on,1290,,,0,"['Complete', 'your', 'flight', 'kinematics', 'with', 'additional', 'Airbus', 'A320', 'speed', 'brake', 'and', 'flap']",komplett.no/img/p/800/1183338.jpg,komplett.no/product/1183338/gaming/gaming-utstyr/spillkontrollere/joystick/thrustmaster-tca-quadrant-add-on?productList=notSet&position=79,komplett,spillkontrollere
79,Thrustmaster TS-PC Servo Base,3749,,,0,"['Børsteløs', 'servomotor', 'H.E.A.R.T', 'kompatibel', 'med', 'alle', 'Thrustmaster', 'ratt']",komplett.no/img/p/800/1205153.jpg,komplett.no/product/1205153/gaming/gaming-utstyr/spillkontrollere/simulator/thrustmaster-ts-pc-servo-base?productList=notSet&position=80,komplett,spillkontrollere
